year_month_day,BENCHMARK_DELTA_T,BENCHMARK_EPI,BENCHMARK_INSULATION
20200530,0.1341783311046973,0.013110165355628851,95.88710054289848
20200531,0.1319634658058924,0.017521416857337043,95.88710367379542
20200601,0.13343245409711474,17.246592680488604,95.88709961954812
20200602,0.12510843673765604,0.01707806953851332,95.88709566596417
20200603,0.1271661885864723,0.0160472185161575,95.88709566596417
20200604,0.12380884340537719,0.018857689078820385,95.88709566596417
20200605,0.18940939197911702,21.809683962321788,95.88710118155842
20200606,0.12354988329571867,0.007445795158114379,95.88709969640806
20200607,0.12642540391187962,0.011691367714042826,95.88708754107165
20200608,0.3182884053913494,59.16757541973296,95.88710235164129
20200609,0.27964910072845045,37.42651932328119,95.88709969969253
20200610,0.2981725375414663,22.736941296734436,95.88709597441542
20200611,0.32228500322330805,28.5936723740632,95.88709632335983
20200612,0.20926418184781032,21.80022916164133,95.88709622317646
20200613,0.13101943713545697,0.010083826848301669,95.88709123108639
20200614,0.1303601297885995,0.005472783436323425,95.88710245596923
20200615,0.21107136095894127,15.394743743820316,95.88709112699206
20200616,0.10964478177436335,0.37300183189625613,95.8870919052503
20200617,0.12358418165610664,0.01225662823710536,95.88710889402131
20200618,0.10229778046174359,0.05461644502248873,95.88709986853367
20200619,0.11953967107124305,0.008299062438925375,95.88710644850849
20200620,0.13778909473896914,0.006812135468346696,95.88708824464368
20200621,0.13881205457064794,0.00805574918165803,95.8870916202825
20200622,0.13259850968382872,0.014039689378798811,95.8870889804515
20200623,0.13142772242113082,0.012741387553883213,95.88708926267938
20200624,0.1284570949977794,0.011042991399331185,95.88709582431025
20200625,0.1298589843132263,0.009104872411717225,95.8870996129049
20200626,0.12862319491774005,0.00962610396628861,95.88708305852828
20200627,0.13916072960551515,0.006960588891861334,95.88709015612037
20200628,0.13947918127478373,0.006319812940073461,95.88706188820755
20200629,0.12946013482102267,0.019414312331732617,95.88708906317888
20200630,0.12909783030669916,0.012913135905448597,95.88709835935953
20200701,0.12743982659708408,0.009866198062170498,95.88710067042915
20200702,0.13044115779283605,0.013415185891572036,95.88706764104145
20200703,0.13082263344309733,0.010280745201723675,95.88711167453944
20200704,0.139731220674163,0.013583649696652173,95.88709474300694
20200705,0.13773474853680137,0.008727591200786264,95.88709332958678
20200706,0.12876982415276558,0.013575654659368865,95.88709192218052
20200707,0.10538687951420941,0.23100708700070754,95.8870962812796
20200708,0.11000981921619662,0.008282332048613625,95.88710334737523
20200709,0.13394423356195845,0.011693833486547192,95.88709180869725
20200710,0.13071015279396256,0.01163334185315989,95.88709907897561
20200711,0.13597698121892798,0.011479498752237305,95.88709611071901
20200712,0.141148536763059,0.013493989811031497,95.88709245925347
20200713,0.10686799953990016,0.25479084718736883,95.88710383157385
20200714,0.1252740873341193,0.009459086251017651,95.88708946869119
20200715,0.1316128437025311,0.013448383026968713,95.88710188468336
20200716,0.1287248918029111,0.015770118074617586,95.88710188468336
20200717,0.1264815693491974,0.009177404616943932,95.8870953829752
20200718,0.1393762503041582,0.009541660205647985,95.8870901553438
20200719,0.13908913739474826,0.011772677659653254,95.88710079966972
20200720,0.10348624111538308,0.33218736008562244,95.88709466873519
20200721,0.125998546588266,0.0102191724975728,95.88710132861121
20200722,0.1250041936859956,0.007642148011016161,95.88710448653508
20200723,0.12188484018462704,0.008351531434250319,95.8870973698846
20200724,0.1261414550214224,0.01290844451943485,95.88708848601439
20200725,0.1351912560449086,0.00940613888318694,95.8870957183492
20200726,0.14027550120539498,0.008553001705324732,95.88710608216095
20200727,0.1306959242165089,0.011203259564153994,95.88710304204461
20200728,0.11882090324807866,0.009013606233356768,95.88709911144102
20200729,0.1297360981760788,0.013148210120782551,95.88710617972342
20200730,0.1342162240530751,0.008309424726644464,95.88710270133859
20200731,0.13821160860209797,0.00870321430068543,95.88710456392924
20200801,0.14009786864897203,0.008203842425687072,95.88710350668134
20200802,0.13750032950390884,0.006125739626495487,95.88710497913846
20200803,0.13530238872354722,0.00942599219242311,95.88709784061498
20200804,0.18887777562103492,0.044803377309726784,95.88708458681977
20200805,0.19068022239083723,0.6335866161432159,95.88708679719342
20200806,0.18992769486262476,0.46071698693346885,95.88708073500783
20200807,0.1662881865064061,0.014274795412534331,95.8871110940921
20200808,0.13493214616075047,0.010943170659045336,95.88709676861689
20200809,0.13839643033449825,0.011640541864117039,95.88708967892669
20200810,0.13461357580028455,0.011824593902931611,95.88708197814557
20200811,0.1325206269440829,0.010649624207985653,95.88709484119914
20200812,0.13619534428964694,0.011767918762300269,95.88710643833038
20200813,0.13129607063605936,0.010214874519137994,95.88711339038201
20200814,0.1329004389324285,0.007312204507384195,95.88708906624035
20200815,0.13682110214861454,0.015608589711075637,95.88707117249844
20200816,0.13913541771509783,0.009359995334705218,95.88708783828082
20200817,0.12735465698827475,0.0073257872123144805,95.88707476077494
20200818,0.12562575785897676,0.009977188510933956,95.88709048122851
20200819,0.13071269896045468,0.010753808092708823,95.88711341891951
20200820,0.13213181234334484,0.009502033083633706,95.88710505274415
20200821,0.13244376702781802,0.010598171010362875,95.88712229469846
20200822,0.13490698404483173,0.0076165592565075714,95.88707814429759
20200823,0.13835629076862827,0.009692217962870018,95.88710156756106
20200824,0.14137739219831585,0.012145749045937463,95.88707031434191
20200825,0.13733902236793252,0.01950354676729603,95.88709997136431
20200826,0.12850801832761485,0.015230381885489806,95.8870580877745
20200827,0.12713743188256624,0.012089214388486197,95.88711677976114
20200828,0.10774148442106411,0.009716918506990168,95.88707411896364
20200829,0.12554143481575097,0.025405335288430704,95.88712650549505
20200830,0.128681018270482,0.036519004371502885,95.88707592409517
20200831,0.12373245841062597,0.016547389357747307,95.887073599009
20200901,0.1178502147167318,0.015606637218252216,95.88712592941695
20200902,0.12881131168912982,0.012862853084131985,95.88710219895829
20200903,0.12869448757950913,0.010526190928771939,95.88711717745757
20200904,0.12360949354652481,0.015460199392555296,95.88706790550927
20200905,0.13386757054143483,0.006561214952068894,95.88710384399491
20200906,0.13238957425700826,0.018702259271458386,95.88708346166761
20200907,0.12446171044875778,0.016733860397275747,95.88705485961623
20200908,0.1318309153738218,0.012162009344126545,95.88707956538823
20200909,0.1301672202332251,0.01600288434715594,95.8870602525532
20200910,0.13065818104263066,0.01874928115053535,95.88707692033863
20200911,0.1344682945357556,0.008429296836118283,95.88707883982124
20200912,0.13887810512493323,0.00824408199180425,95.88712664198596
20200913,0.13638376061003513,0.008912315011261853,95.88712669267386
20200914,0.13634750274783178,0.007000360182869371,95.88709071454977
20200915,0.13488017440941835,0.00876872357534694,95.8871233873621
20200916,0.13216700935073075,0.007539190981892716,95.88715918644499
20200917,0.13437423615006153,0.006453753821779173,95.88705463448626
20200918,0.1319561268554154,0.0063363661713174224,95.88711885761163
20200919,0.13509270442422847,0.007731489108111873,95.88709089809515
20200920,0.13731463435683905,0.008825147096702039,95.88710671706616
20200921,0.12861001476178363,0.009553067244773956,95.88709477074536
20200922,0.1228670613524371,0.006386474273513159,95.88709842457769
20200923,0.12645730588027623,0.007983049887372999,95.88708654395143
20200924,0.11688956107685168,0.00614821569342439,95.88712247754243
20200925,0.3985655197534529,29.07043904798371,95.88713099501803
20200926,0.08280403025206039,0.012536805020974953,95.88712537996133
20200927,0.12180755654287874,0.01985346542762727,95.88707505811304
20200928,0.4538155931144384,201.3956005517247,95.88708891316018
20200929,0.10241340637536675,0.7823351739601366,95.88711220719344
20200930,0.4062531561289578,81.82177568028332,95.88706580042475
20201001,0.27167153211844375,51.65904718480446,95.88705651040934
20201002,0.2708176560221609,46.83633175742952,95.88705925021168
20201003,0.12021170925056066,0.013074391117929735,95.8871021967298
20201004,0.1319968655192835,0.01863723435613565,95.88707463149595
20201005,0.2366160847606087,46.46942332156659,95.88710702669073
20201006,0.3084762771844276,56.32539063076796,95.88714918788602
20201007,0.30843440923635373,54.62842912441642,95.88710293717864
20201008,0.36906835088752915,70.40109969759897,95.88708225804729
20201009,0.2778746238316443,53.10339383903183,95.88708050227474
20201010,0.11257246090287247,0.00836496888067586,95.88710723917984
20201011,0.1269334390142284,0.011270769714292328,95.88711073277533
20201012,0.7507719138686485,149.70189650447816,95.88707774254127
20201013,0.7297126158255026,161.0680967135336,95.8870796261362
20201014,0.7248274341406451,174.32641710744483,95.88706114738831
20201015,0.8768887368359484,173.62065202538338,95.88709604950344
20201016,0.6323518807492706,123.94257831217402,95.88711521098203
20201017,0.10823349365196688,0.006652010606585463,95.88710400000933
20201018,0.1224423008718174,0.01404247231701447,95.88710151441398
20201019,0.7786632626228753,194.5765009731931,95.88710633943569
20201020,0.6845853389078623,154.85064521615658,95.88710352717462
20201021,0.3189250576766827,37.42358240072106,95.88708490210135
20201022,0.2719600853411063,27.03497662993649,95.88708489360044
20201023,0.21223015120662359,22.417160501166254,95.88709517638455
20201024,0.11585387041271483,0.010910193016293306,95.88709736175389
20201025,0.12914815453853443,0.01652094982910512,95.88710400783914
20201026,0.606498125437881,73.42406894807273,95.88709695142126
20201027,0.5347150863808403,116.80193886730771,95.8871072708859
20201028,0.4998337787083688,88.97094596702108,95.88708907409611
20201029,0.3912241050599583,68.74011911615922,95.88708470038782
20201030,0.36521002786494616,58.797904345713405,95.8870969040619
20201031,0.11880817241561925,0.01695632161677622,95.88712321076515
20201101,0.13419660359363714,0.014630819158642226,95.88709728171335
20201102,0.12516340397897813,0.014660965093121377,95.8871051454729
20201103,0.11199451454339003,0.005717782075466857,95.88710223050992
20201104,0.5331982601709867,299.54843731643734,95.8870911478425
20201105,0.3814576056155084,320.5844832540594,95.88709810361875
20201106,0.5414349875552703,88.71944058514221,95.88709140289262
20201107,0.09892860309518824,0.012810887072409969,95.88708893733707
20201108,0.12360339003976682,0.011856986969260106,95.88710338877809
20201109,0.8098612682113612,169.69441608583625,95.88708561820778
20201110,0.6799398468670697,158.32800746507985,95.88708544828066
20201111,0.9744485029763987,196.7911300724609,95.88710360240331
20201112,0.7158164110162841,131.70073573374057,95.88710658594805
20201113,0.5507645898180202,128.23799104929896,95.88710467445044
20201114,0.10344610154951527,0.0158527567983856,95.88709846714121
20201115,0.12700293438200266,0.021622749569924053,95.8870805374639
20201116,0.36174425308571273,55.10241254190838,95.88708920443379
20201117,0.409488851667827,82.48455670792629,95.88707229520223
20201118,0.5380851471700047,119.40956031913481,95.88710784681848
20201119,0.5037080098110978,100.82354476132183,95.8871051150124
20201120,0.868269307512987,198.71476764910543,95.88709874254081
20201121,0.09932550551889886,0.010701308474058351,95.88709039841595
20201122,0.12260750214477865,0.011717917625883274,95.88709920930388
20201123,1.2438502713112995,386.5435614990948,95.88709121982833
20201124,1.157007855364754,481.2259729561148,95.88710425038411
20201125,1.2489757900556648,528.7946685730772,95.88709273067703
20201126,1.3160754745892835,547.7634407613318,95.88708900654555
20201127,1.347561503970064,588.3741309784065,95.88708991669407
20201128,0.08586557079661333,6.8588999056373725e-06,95.88710251899826
20201129,0.12318053937991859,0.0,95.88709476597269
20201130,1.4323592382742625,752.1080431716222,95.88709494552114
20201201,1.3567788974484691,696.6857147611415,95.88709714712549
20201202,1.3181247502878748,657.451375654909,95.88709947526756
20201203,1.2285416177633648,638.0164431420599,95.88709630645013
20201204,1.2649989287786254,644.8619620632029,95.88709265093541
20201205,0.07785817672912208,0.0,95.88710610585115
20201206,0.11858366044084964,0.0,95.8870895343241
20201207,0.752896238302973,657.2054732430591,95.88710475719887
20201208,0.8013649990025724,689.0664361488693,95.88709130266339
20201209,1.3084318657859721,671.5408173557557,95.8870985214522
20201210,1.3456228344485353,637.4236029111507,95.8871028610101
20201211,1.4562663239007057,728.519177134974,95.88710090187733
20201212,0.08783870005320475,0.0,95.88709297191544
20201213,0.12354104660024824,0.0001488960532878991,95.8871028450192
20201214,1.1269147594250433,672.3546351919208,95.88710030157534
20201215,1.1123274298216526,472.0597034136219,95.88709173354177
20201216,0.9565424994315009,493.94637636422163,95.88710585712295
20201217,1.038483614568831,440.31050603492906,95.88708838888093
20201218,0.8676659951088449,433.4069138964676,95.88709268742338
20201219,0.08999994608118887,0.0,95.88710355532601
20201220,0.11734232938888137,0.006010907566469541,95.88709465927354
20201221,1.1043373964885785,646.867871708197,95.88708420192543
20201222,0.5273644323645093,347.0332001208058,95.88709649954438
20201223,0.6459313034719735,386.0479707198116,95.88709431475147
20201224,0.624402976925977,487.1377712946357,95.88709411604266
20201225,0.11176547589949483,0.0006992649350104329,95.88710485758207
20201226,0.12088854021386344,0.012954297734650027,95.88709435442897
20201227,0.11354449740471681,0.00034829278129109296,95.88709322173858
20201228,0.11287320809789733,0.00039966666221516787,95.88709820890014
20201229,0.10911911026759048,0.00016996253500110468,95.88710426006938
20201230,0.10937881924974724,1.8007326070801354e-05,95.88709761965694
20201231,0.0981589119421891,0.00025907788522090415,95.88708960334628
20210101,0.8289880870103755,22.653310228032968,95.88708922417017
20210102,2.0679208446457253,125.23253326035852,95.88709428267228
20210103,4.490948052719657,223.79491261208233,95.88709951993096
20210104,1.760971378678907,1570.3833904763062,95.88708411614033
20210105,0.6245356235851881,912.0809829284192,95.88710526138578
20210106,0.5306735716982586,769.6666465670271,95.8870923686892
20210107,0.5455547878785209,717.4426242309793,95.88709157431876
20210108,0.6137935767431778,653.1798687855347,95.88710271472269
20210109,0.08174284757107338,0.004575533968272793,95.88710125320856
20210110,0.11460130627328452,0.006118992426363547,95.8870995633453
20210111,1.133804211452357,1038.9858272619751,95.88709513028957
20210112,1.325644208347045,978.5364203563142,95.88710121051739
20210113,1.2927782523688482,762.4331204321459,95.88708508742805
20210114,1.2085041206292595,715.5840939246389,95.88708793854816
20210115,1.2224872166117169,783.1936468056701,95.88710251629266
20210116,0.08580704773000994,0.0,95.887092557805
20210117,0.11989553528208866,0.0,95.88709435440444
20210118,1.295812792860488,956.3730016728889,95.88709963456711
20210119,1.2727078409765207,871.4209948434091,95.8870831179057
20210120,1.2566441260331644,751.4095953426688,95.8870893759161
20210121,0.8362652515159875,550.8674035611947,95.88709054544614
20210122,0.7302714441796659,459.4629614731291,95.88709426645916
20210123,0.10204661829061804,0.00045527010446676285,95.88709690070984
20210124,0.1236282612786669,0.00523649135036976,95.8871010668918
20210125,1.0573448661463196,927.8357369036463,95.88709054967464
20210126,1.1737016676091845,855.7865542920687,95.88710535723628
20210127,1.2544144547100569,921.6828836287224,95.8871063375274
20210128,1.332125524706433,699.2219685555567,95.88709002922596
20210129,0.9960552687457198,506.67915299096984,95.88710372000918
20210130,0.08662262545835621,0.0016874665109571651,95.88710353354972
20210131,0.1272847014244946,0.0,95.88708900476777
20210201,0.953814717653971,665.4247557274585,95.88710862075516
20210202,0.8941742152443368,499.3270486998902,95.88708544867542
20210203,0.7152462723195544,347.5052926037978,95.88709565478655
20210204,0.6077125982796034,327.3676238113361,95.88709302473193
20210205,0.586304241108922,345.84667492798286,95.88708942026153
20210206,0.08600889223253248,0.0,95.88708777683394
20210207,0.11960957914283535,0.0,95.88708989731636
20210208,0.999577496046143,633.3740241738957,95.88709608575797
20210209,1.0314119444529757,627.2583746230935,95.88709086224853
20210210,1.1837786737351264,664.4888944255592,95.88710707268342
20210211,1.3757055759535353,902.4736413156194,95.88709798657588
20210212,1.6040911140723388,1057.8989069315794,95.88708458636673
20210213,0.10278063346428755,0.0010624212594120763,95.88713637149479
20210214,0.11711715765325678,0.011646964945684886,95.88708881674471
20210215,1.5361620440524395,1279.0027447846119,95.88710020073859
20210216,1.139969222642565,720.0137127479215,95.88709572118523
20210217,1.0460797151798287,437.29152162337357,95.88709091950153
20210218,0.8893478787694322,598.8436762791509,95.88709994101163
20210219,0.5100261157445383,355.71277232154097,95.88709081076485
20210220,0.08936132748757708,0.012854013438809488,95.88710007258382
20210221,0.12178539974851553,0.01891683747064235,95.88710303408418
20210222,0.32266393506801777,252.28004389003763,95.88708634118484
20210223,0.36204366586676545,222.8840676878552,95.88710653647375
20210224,0.33511852008946635,179.74061001480976,95.88709119566809
20210225,0.35903897372057464,126.9982352760142,95.88709780423439
20210226,0.3430657495759778,75.0324777056968,95.88710686554757
20210227,0.10403763564761795,0.0001486634835237055,95.88709082831097
20210228,0.12684989873102734,0.006615079321163648,95.887090279199
20210301,0.9834055360217145,398.17200307722317,95.887093678989
20210302,0.7474877456136217,199.05255767399063,95.88709528817726
20210303,0.6212280204431819,142.94069386165702,95.88709343887237
20210304,0.570810395777121,112.0382854578014,95.88708526951052
20210305,0.8836446316668564,243.88223438485804,95.88710676616722
20210306,0.10328326278101856,0.0005306703756650676,95.88709963637723
20210307,0.12352041097929461,0.006236637293040985,95.88708460466526
20210308,1.300911858056307,346.5815826360182,95.88709180055756
20210309,1.0763876468478473,341.9474608356169,95.88708832550603
20210310,0.9162219538597018,211.64012221877277,95.88709294365913
20210311,0.5010261197620848,96.73762012783482,95.88709181397786
20210312,0.5597420921329085,161.45552746419463,95.88707674651478
20210313,0.09724490267461103,0.007116458566379151,95.88708455906581
20210314,0.12339277486610373,0.0,95.88711972495923
20210315,1.1598899188472884,578.0498288941374,95.88711184152518
20210316,1.2063727883136395,539.9457842599005,95.88709842681072
20210317,1.2289194942584976,534.4907414697086,95.88708828577786
20210318,1.1311083855630826,568.0418806094218,95.88708693825237
20210319,1.1239111538113171,538.3508001068709,95.88710161101778
20210320,0.08304146508860444,0.0035522712316014803,95.88706931966254
20210321,0.11889821387433944,0.0,95.8870901841554
20210322,1.0780148127920757,585.0397636750315,95.88709693819166
20210323,1.0081686201660351,420.4934349662882,95.88708386778728
20210324,0.6707577176224894,338.27047956927606,95.88709221699233
20210325,0.4167027585814976,235.18648664925135,95.88710010089463
20210326,0.38906148088807707,184.2103041378133,95.88713631591868
20210327,0.10495873049013106,0.00015685082198615418,95.8870861683325
20210328,0.12607433326972722,0.014286081572208786,95.88709704917449
20210329,0.35669726128615453,241.88355622323817,95.88711567936677
20210330,0.2992515980582549,72.71722400719722,95.88708736245087
20210331,0.20372955158420214,47.55043247944792,95.88709079175732
20210401,0.1379087955230497,18.67109939781152,95.88709106854603
20210402,0.11706106648038561,9.351587505689713,95.88710630489362
20210403,0.12360380190636065,0.010250614161377597,95.88709604264109
20210404,0.12951855838085635,0.019393192660172646,95.88709035072516
20210405,0.709564624232031,123.27089365130551,95.88708665697531
20210406,0.8006506582757278,522.7484913586857,95.88708582260449
20210407,1.186768683220108,589.1365070983529,95.88710566201246
20210408,1.322149675015025,482.10008690514434,95.88708628400565
20210409,0.5478960470188838,259.80582808381416,95.88707736608251
20210410,0.10710439704161051,0.005904098390492436,95.887108212102
20210411,0.13177750431204463,0.020183760763138707,95.88707385765572
20210412,0.6458176441076747,198.44897068109228,95.88707546474998
20210413,1.051568196582276,386.5323881654855,95.88709645575118
20210414,1.2489422957019705,363.8522106863877,95.88709503482741
20210415,1.2166955384476863,341.39675405768105,95.8870834180531
20210416,1.119975974075151,317.2906730237898,95.88711583025643
20210417,0.0927681264576056,0.006006062174492399,95.88707733714918
20210418,0.12284143485189634,0.00841833239141124,95.88711676021197
20210419,0.6622370638406078,210.7787959543666,95.88709261575431
20210420,0.3634798563346628,120.95291184268314,95.8871044615861
20210421,0.3485528428911067,81.96069017643593,95.88711540710989
20210422,0.2827629108875228,49.11270020569725,95.88707228633302
20210423,0.28078070727270155,66.1876213362702,95.88710404739939
20210424,0.122436778878466,0.012853364974616852,95.88708810915213
20210425,0.1353053023947037,0.01261760603847506,95.88708757743126
20210426,0.153767770066619,14.026704275553275,95.8871102723169
20210427,0.12082385436465308,0.009231226642004913,95.88708673330471
20210428,0.12683021498369046,0.014204997702618129,95.8870896709242
20210429,0.12202492368831085,0.010671021165071579,95.88710548167995
20210430,0.11903739873102608,0.018765843931432755,95.88708415257342
20210501,0.1267380928375261,0.004219321900091017,95.88711892598087
20210502,0.1284884704544229,0.006258159003118635,95.88710266035227
20210503,0.5719544742547507,116.37047811673521,95.8870900458839
20210504,0.36593357589796455,62.038768797145345,95.88709532652143
20210505,0.24341645509797538,34.21671674434027,95.88710593259296
20210506,0.3689611969181455,70.65173441974154,95.887123083143
20210507,0.7352216331096082,89.53706660724,95.88711569072005
20210508,0.10173768094032136,0.00767213472900039,95.88707073805516
20210509,0.1301262922594096,0.00675881014427432,95.88710376871158
20210510,0.12541012359371978,0.006205659543811634,95.88712956972583
20210511,0.1192157293286574,0.020261148429854076,95.88709354159809
20210512,0.23815247685543636,14.780041073018655,95.88710474006271
20210513,0.3635290848231338,33.22439031774025,95.8870780073917
20210514,0.4093275331954733,66.00579267515302,95.88709088924315
20210515,0.10418827186056355,0.014850978853901324,95.88707539258348
20210516,0.11719544913514288,0.02180171413867356,95.88710225380953
20210517,0.31292383834234627,70.0146586226347,95.8871097655253
20210518,0.3324095986509347,60.63591158548021,95.88709551962015
20210519,0.2997233714961444,58.28071130903921,95.88709503787499
20210520,0.40985191298233087,69.30112921458043,95.88709551962015
20210521,0.26120325862606747,37.44073589506817,95.88711645075097
20210522,0.12242478018392418,0.01032000768562284,95.88711889250088
20210523,0.12961724764346488,0.01716574903126457,95.88708662132471
20210524,0.24044254624822126,46.961379409292604,95.88711474072508
20210525,0.36244973277477127,61.17928294635622,95.88709903418675
20210526,0.2875186755258648,45.024278301848604,95.88708245460376
20210527,0.25787460521186406,32.85236303065416,95.88710595137405
20210528,0.30086234477792373,47.91377945973964,95.88708428007257
20210529,0.12016846349863312,0.013654748109402134,95.88708078852453
20210530,0.13037046569334046,0.017711963864530843,95.88712277071554
20210531,0.1363600640250419,0.014733515563093533,95.88705619045564
20210601,0.14176555543953515,0.013038754355802666,95.88705182415065
20210602,0.14103625525543645,0.010425243109784788,95.88705310470478
20210603,0.13554536010457713,0.011973876553856826,95.88706957214156
20210604,0.12915259819732408,0.014592417843050497,95.88714209451462
20210605,0.1376319256464976,0.013745942314308195,95.8871187957373
20210606,0.14329472305142965,0.021166407119744688,95.88706342591303
20210607,0.13508430282786096,0.011778369396015478,95.88711731581472
20210608,0.1293325165369836,0.006438732952883584,95.88707823852906
20210609,0.126232115945793,0.007117857633929816,95.88712448908927
20210610,0.12564238010905185,0.007478352312864444,95.88706660083702
20210611,0.12190783164273457,0.007565868918245542,95.88707226113966
20210612,0.13556140091958793,0.006962099724914878,95.88715089013101
20210613,0.13595615797002092,0.008401045433274704,95.88711825361096
20210614,0.13428250651457435,0.011255506460074685,95.88706781333349
20210615,0.13188455096086352,0.016993390950410685,95.88708132557181
20210616,0.1395793798829315,0.018071918560308403,95.88708826983994
20210617,0.13950927139128072,0.011762558922455355,95.88706457157059
20210618,0.15694545468731463,0.00594877998901211,95.88712383300383
20210619,0.1792417484977708,0.005281831762440561,95.8870934507307
20210620,0.17466574636680315,0.005548116414283868,95.8870638549865
20210621,0.1718329336372542,0.008749494869116461,95.8871320867205
20210622,0.16761051397608698,0.0073238775410573,95.88706531942348
20210623,0.1687623886521223,0.007108493201340025,95.88707000026037
20210624,0.1386979179794906,0.0106438955442718,95.88708693643565
20210625,0.14192160892895817,0.006400195128735504,95.88712224873075
20210626,0.14221896443906065,0.007532565622750553,95.8870784588778
20210627,0.13306822217743677,0.007833055693154165,95.8871087871665
20210628,0.13183355650906098,0.005033125396403193,95.88711801965735
20210629,0.13570319804882036,0.003868346814451797,95.88714495796319
20210630,0.1370948340820615,0.006214539237626013,95.88706111102172
20210701,0.1552140384548535,0.006451963313047599,95.8871210916254
20210702,0.12374478656722357,5.026403740392161,95.88709040645344
20210703,0.12601418965617542,0.005450137627267395,95.88708816242811
20210704,0.1313667055560251,0.003909604265172674,95.88706739987323
20210705,0.17162407730039986,0.5562878640760027,95.88711126899169
20210706,0.13890286724929615,0.003909832229910534,95.88707632375522
20210707,0.1760835421106281,0.6459712086728178,95.88706711469229
20210708,0.18563675272131389,0.6221343603981222,95.88709558391355
20210709,0.17434873843672988,0.6598156446527355,95.88710480755212
20210710,0.12643069434046475,0.009517409078835044,95.88711729554709
20210711,0.12383762646624968,0.005247840389965858,95.88708519209582
20210712,0.11742985513718371,0.004924820626583824,95.88706931297008
20210713,0.15612071406631903,0.004859383266120858,95.88711164911075
20210714,0.14205107407821282,2.302564305685555,95.8870788405846
20210715,0.11995109932039384,4.293570204416464,95.88710847578133
20210716,0.11530176679081004,4.624317754023759,95.88708219290928
20210717,0.1341615774432273,0.005609639183676336,95.88708233086345
